Source,Target,Gen_comp,ChrF,Cos_sim_t5
And the makikomi technique it you do not tsurikomi.,And with the makikomi technique with it you do not have the tsurikomi.,And the makikomi technique it you do not have tsurikomi.,72.91157553545182,0.96584463
His kids did it but henry but.,No his kids did not like it but henry was against but.,His kids did not do it but henry but.,49.44576082732871,0.8981001
It going another wonderful saturday.,It is going to be another wonderful saturday.,It is going to be another wonderful saturday.,100.0,0.9999998
Make it like we are it.,To make it sound like we are taking it seriously.,Make it look like we are going to do it.,32.28562495161538,0.844224
Oh i did know it.,Oh i did not know it would.,Oh i did not know it.,71.99673051031552,0.8897213
I do remember us doing anything that though.,I do not ever remember us doing anything like that though.,I do not remember us doing anything like that though.,87.08349055670249,0.99102026
I do know where addison.,I do not know where addison is.,I do not know where addison is.,100.0,0.9999999
Yeah i was it uh let me show you it.,Yeah i was into it uh let me show you how easy it was.,Yeah i was thinking it was uh let me show you it.,54.6786449233682,0.81277573
We have many plate.,We have so many plates.,We have so many plates.,100.0,0.9999998
They so fast they shape containers.,They are moving so fast they completely fill the shape container.,They are so fast they can shape containers.,50.985324100237015,0.8941444
No i wai about them floor.,No i wai was thinking about putting them in the floor.,No i wai about them on the floor.,40.17478362720037,0.8750328
You what i am just going one.,You know what i am just going to skip this one.,You know what i am just going to do one.,72.27629367123919,0.78830934
Make sure you air.,Just to make sure you get enough air.,Make sure you have air.,37.37658524741077,0.8925915
And i called talk him.,And i called up to talk to him.,And i called to talk to him.,79.7780995586733,0.98661256
You what i it mms.,Do you know what i mean it was like mm.,You know what i mean it is mms.,58.43803482157719,0.8436682
You that kinds things here.,You do not sell that kind of thing here.,You know that kind of thing here.,66.19494565843057,0.7474736
I did book.,I did not enjoy reading the book.,I did not read the book.,49.63859683117987,0.89308447
Generalities that people say are not true.,Some generalities that some people would say are not true.,The generalities that people say are not true.,65.94792585502879,0.96828353
And i am looking it and everyone like yeah over.,And i am looking at it and everyone is like saying yeah pull over.,And i am looking at it and everyone is like yeah over.,73.27707076485571,0.8924582
I if she would more.,I wonder if she would need more.,I would have liked to see if she would do more.,46.01310933664831,0.82777846
I have telling you four year you got to work.,But stephanie i have been telling you for four years you have got to work hard.,I have been telling you four years ago you got to work.,54.50742602003981,0.88159454
Well top guys lip.,Well the top guy has a real thick lip.,Well top guys lip.,30.05898991271604,0.916747
Because she that if i acted in it.,Because she thought that if i acted in french it was safer.,Because she said that if i acted in it.,47.51081641318067,0.81702447
You them that its abilities to cooperate is.,You tell them that their ability to cooperate is being graded.,You tell them that its ability to cooperate is not.,64.3146218590688,0.84663224
I not her wisdom its tonsils.,I mean not her wisdom teeth her tonsils.,I do not know her wisdom its not in the tonsils.,45.59602033870585,0.87458396
From here i roll it around here.,Alright from here i am going to roll it around here.,From here i roll it around here.,54.77971382558325,0.939144
You put than or twothirds.,You put is less than or equal to twothirds.,You put more than or twothirds.,48.502856093168376,0.9428424
Oh i it they.,Oh i think it they are great.,Oh i thought it was they.,24.959615711437554,0.728121
They have form in spanish.,They have a form in spanish also.,They have a form in spanish.,82.82400968250634,0.9749863
I see venice high school.,I got to see venice high school.,I see venice high school.,78.31940416612655,0.94641936
Him a back tire then.,Wrap him around a back tire then.,He had a back tire then.,55.6505400714767,0.8587358
Who wants coffee.,Who wants more coffee.,Who wants coffee.,62.056075065709614,0.96084523
That is last thing you.,That is the last thing you wanted to hear.,That is the last thing you want to do.,75.73314379069312,0.8445878
Women their infants.,For women to love their infants.,The women have their infants.,61.543147543092545,0.84977543
It great in rooms we.,It was great working in that room we.,It was great in the room we were in.,49.18595517438047,0.9094686
And then my legs hurt i not anyway.,And then my legs hurt i could not have walked anywhere anyway.,And then my legs hurt i did not want to anyway.,49.51402305410548,0.92021894
And up on weight.,And keep working up on the weight.,And get up on weight.,31.534263929772504,0.8938837
If you do want cd.,If you do not want a cd.,If you do not want to cd.,78.63986904253689,0.93873835
I said i think he wanted.,I said i think he just wanted to.,I said i think he wanted.,62.64425322107269,0.93101466
We can generalities.,We can make generalities.,We can do generalities.,66.99411938531398,0.98703873
I find mark.,I will find out from mark.,I can find mark.,23.85716766315302,0.888767
Little ppast that going.,A little ppast that going.,Little ppast that is going to.,69.43785311548814,0.91435564
I mean that thing i thought.,I mean that is the thing i thought of too.,I mean that is what i thought.,49.8476775548563,0.87919044
Well i see.,Well i have to see the inside too.,Well i do not see.,19.90388769258812,0.7420703
That what wheel.,That is what is turning the wheel.,That is what the wheel is.,55.73723065317764,0.93358374
You teach threeyearolds tap dances.,How can you teach a threeyearold to tap dance.,You can teach threeyearolds tap dances.,54.36835010261436,0.9031402
A recording your favorite songs.,Have a recording of your favorite songs.,A recording of your favorite songs.,86.2774521244817,0.96056
When there flames underneath it.,When there was a flame underneath it.,When there are flames underneath it.,68.65954936588975,0.9210723
I have it.,I have never heard of it.,I have to have it.,25.286245528968937,0.66898537
You going jito.,Are you going to stall out jito.,You are going to have jito.,34.55511188117668,0.8354906
Or how god moses his mission.,Or how god involved moses in his mission.,Or how god moses did his mission.,58.397001092037414,0.94863755
You to it spreads.,You are lucky to get it spread.,You have to spread it out.,28.211718439559917,0.8016138
I am to use that.,I am going to use some of that.,I am going to use that.,63.07261698546102,0.89538693
Oh ahead moms just doing it.,Oh go ahead mom just keep doing it.,Oh ahead moms just doing it.,52.435206353714314,0.8782553
They redoing pharmacy there wewallmart.,They are redoing the pharmacy there at wewallmart.,They are redoing the pharmacy there wewallmart.,89.57506857136647,0.9950429
And them you know and they a bits.,And make them you know and they are just a little bit for.,And they you know and they a bit.,39.17917297051782,0.84917974
I do not these the times that.,I do not think this is the time for that.,I do not know this the time that.,48.81433439311698,0.75864446
And then woman came canada.,And then a woman came from canada.,And then the woman came to canada.,60.29815286699344,0.9648924
And i your fathers.,And i went to my father.,And i am not going to see your father.,38.03172796566486,0.72260654
He not the other last year.,He would not look at any of the others last year.,He did not see the other last year.,41.05990696746673,0.8725044
Let me you important question.,Let me ask you a very important question.,Let me ask you an important question.,80.54080928246061,0.9867462
No you these downstairs.,No you gtake that downstairs.,No you can not bring this downstairs.,50.11430384830631,0.86325455
Course they are.,Of course they are losing.,Of course they are.,68.84072681921332,0.7671963
Well i you goodies.,Well i am telling you withholding goodies works.,Well i think you get some goodies.,29.18967419931182,0.75890434
Then what did he.,So then what did he do.,Then what did he do.,82.55959691463926,0.9822054
And they trying be and things and.,And they were trying to be cute and say sweet things and.,And they are trying to be and things and.,56.06941443348148,0.8212198
Anything you the masas.,Anything you do with the masa.,Anything you can do with the masa.,85.95538568297802,0.97946405
Well i part.,Well i found that part.,Well i think that part.,53.83483217848543,0.85933816
It might have been based either calorie level.,It might have been based either on a higher calorie level.,It might have been based on either calorie level.,76.80150215157336,0.9539511
I not know what it.,I do not know what it is called either.,I do not know what it is.,59.80740506442446,0.89650464
And course he adores me.,And then of course he adores me.,And of course he adores me.,76.61351192416934,0.98506796
And i call her she home.,And i call her she is never home.,And i call her she is home.,70.36471859545371,0.8347506
We always played payette that we like year.,We always played like payette that we like beat every year.,We always played payette that we like every year.,74.28394738819335,0.952667
But they have cartilage than you.,But they have more cartilage than you know.,But they have more cartilage than you.,87.59487669128151,0.9461663
Well i came.,Well i came over here.,Well i came.,48.10314445006855,0.908631
We a lots her lives trying that.,We could spend a lot of our life trying to contradict that.,We a lot of her lives trying to do that.,32.14231843687021,0.78564394
But those what she.,But that is what she said.,But that is what she said.,100.0,1.0000001
They had fallen fran.,They had fallen apart fran.,They had fallen fran.,65.63629785217152,0.9332776
What you it.,What do you call it.,What do you think of it.,51.5829493143559,0.830093
There they hit it the head.,Even there they hit it on the head.,There they hit it in the head.,68.19506111895441,0.8119883
That ban bankruptcy unsecured creditors.,That was ban filed bankruptcy against was unsecured creditors.,That bans bankruptcy for unsecured creditors.,56.39695740092976,0.8819155
You honey it really makes me.,You are so strange honey it really makes me wonder.,You know honey it really makes me feel.,51.60047520847672,0.7749766
I i give you a breaks.,I thought i would give you a break.,I i will give you a break.,51.037482340953375,0.94016826
You give sweets man.,You never give sweets man.,You give sweets to the man.,51.38920161365982,0.80242
Do out our seat without permission.,Do not get out of your seat without permission.,Do not go out of our seat without permission.,78.4508001937601,0.9623139
A good times.,Having a good time together.,A good time.,29.648674446786593,0.9005703
By the way.,By the way going to c.,By the way.,42.76732634785241,0.8440517
Eat me then.,Well said boy eat me then.,Eat me then.,39.266717627839576,0.8982624
You guys have been times.,So you guys have been having a good time.,You guys have been there many times.,46.145259264978975,0.8032819
Why not you come.,Why do not you come.,Why not come.,32.456816105650816,0.95854604
Never down out the mountains.,Never came down out of the mountains.,Never go down out of the mountains.,77.83959417302592,0.8614677
So you it.,So you would expect it.,So you know it.,23.28195414047325,0.7905133
So i la conversation and i picked stuff for,So i go into la conversation and i picked out all this stuff for.,So i la conversation and i picked up stuff for.,62.1706159165474,0.9171163
And animal grasshopper and bumblebee they could only one.,And the little animals like grasshopper and bumblebee they could only carry one.,And the animal grasshopper and the bumblebee they could only have one.,64.29296341052121,0.9379276
You are have say something.,You are going to have to say something.,You are going to have to say something.,100.0,1.0000001
Naw i that it mine.,Naw i cannot do that it is not mine.,Naw i think that it is mine.,39.80487033708324,0.84013295
Something it with.,Find something else to pick it up with.,Something to do it with.,32.82411830859568,0.76623034
Hell we even to in three months.,Hell we cannot even get to court in three months.,Hell we never even got to in three months.,52.432932879350126,0.9012377
I these just much it.,I mean that is just how much it costs.,I think this just is not much of it.,29.821924400940837,0.6882601
Because it had soared.,Because it had soared so high.,Because it had soared.,73.30076691916071,0.97328615
Sat sat board itself has said.,The sat the sat board itself has said.,Sat sat sat board itself has said.,73.69310856774433,0.96119094
And that is you do that.,And that is easy you can do that.,And that is how you do that.,51.67330131770051,0.85125697
We to chapters one little backgrounds.,We have to go to chapter one to get a little background.,We have to read chapter one with a little background.,67.73967686797994,0.9568918
No it does.,No it does not.,No it does not.,100.0,0.99999994
Yeah i i could.,Yeah i mean i could not.,Yeah i thought i could.,37.208923042901375,0.7570671
Oh i just one question example.,Oh i just had one question s for example.,Oh i just have one question for example.,76.34633118086956,0.9623365
Well they really the fact that i like.,Well they really are picking on the fact that i am new like.,Well they really are the fact that i like.,61.681303913723006,0.6361679
Now things you do you pass three cards your left.,Now the first thing you do is you pass three cards to your left.,Now what do you do you pass three cards to your left.,62.50845312192538,0.94933635
So you one.,So you took that one.,So you have one.,31.114474244360814,0.84910226
You me enough i changed my mind.,You argued with me long enough i changed my mind.,You know enough to get me to change my mind.,37.822705209386626,0.84772635
What god does and this the modern views.,What god does and this will be the really the modern catholic view.,What does god do and this is the modern view.,38.71370495037169,0.8831472
It that un.,It is just that the un.,It is that un.,28.823976348930092,0.9117078
This is i to job with.,This is why i did not want to take the job to begin with.,This is i have to do a job with.,22.766988275300314,0.76435006
Where they came.,Where they came from.,Where they came from.,100.0,1.0000002
Shit i loved things.,Shit i loved those things.,Shit i loved things.,72.18814930231136,0.9081007
It not slave.,It is not really slave.,It is not a slave.,50.70977381640379,0.94211435
Yeah but you that flexibility.,Yeah but at least you have that flexibility.,Yeah but you have that flexibility.,77.75856620397074,0.9805912
I would have put.,I would have put awaked.,I would have put.,64.92699636423778,0.83017594
So he well i not know what i can.,So he says well i do not know what else i can take.,So he is well i do not know what i can do.,57.220536549493005,0.8295275
You know but he,You know but he is a.,You know but he is not.,83.48649963211945,0.8474572
I thought you,I thought you were there with.,I thought you were doing well.,57.963579898362504,0.811815
And me i.,And even me i do.,And then i told me i.,22.968271814726855,0.76946485
When does these.,When does this go to.,When does this happen.,64.23134699728375,0.8838264
Well i we it.,Well i think how we define it.,Well i think we will have to do it.,43.84738418151013,0.7765075
We got it.,We got it out.,We got it.,58.2430100776339,0.84708154
Sure they are okay.,Make sure they are fit okay.,Sure they are okay.,51.169661965364476,0.76976824
That this high propoes.,That had this really disproportionately high propo.,That is this high propoes.,27.948254608674976,0.8202988
I think it first time i this.,I think it is the first time i have heard that.,I think it was the first time i did this.,55.05370614827013,0.81279814
Or thirty i think it.,Or males under thirty i think it is.,Or thirty i think it is.,64.3553335025005,0.7831758
And horses have hard time.,And the horses have had a hard time.,And horses have a hard time.,62.333506202123566,0.92658544
They learn much.,They will learn just as much.,They learn so much.,32.37447946141332,0.8605586
That what i want.,That is what i want.,That is what i want.,100.0,1.0000001
It keeps us from.,It keeps us from moving.,It keeps us from.,64.92699636423778,0.8571832
The carts attached.,The cart was still attached.,The cart is attached.,55.37520928981191,0.946522
Guy was jokes marlboros.,This guy was telling jokes about marlboros.,Guy was making jokes about marlboro.,63.16774949950986,0.97172225
But you metro runway heading.,But you kept the metro on this runway heading.,But you know the metro runway heading.,62.9979599238162,0.89377475
Probably something is going go.,Probably something is going to go there.,Probably something is going to go.,84.06121431819138,0.89860004
It is ones that a deal attention.,It is another one that does not take a great deal of attention.,It is the one that gets a great deal of attention.,58.57424995675946,0.760937
So we trish pregnant.,So we already knew trish was pregnant.,So we got trish pregnant.,38.10740183057364,0.8945875
Well write that anyway quote.,Well write that in there anyway in the quote.,Well write that anyway quote.,53.823039903255996,0.94985247
Ideas he he just,Had no idea where he was going he just took.,I think he he just wants to get.,21.914777326532537,0.7259207
It iwill open up your sinuses.,So it is real iwill open up your sinuses.,It will open up your sinuses.,68.36911384809295,0.9113431
What they and cannot.,What they can and cannot.,What they do and cannot do.,63.8079654920782,0.97690415
I do not think sciences.,I do not think science is the.,I do not think in the sciences.,65.35058124437087,0.89009
But i it is been gives and take.,But i mean it is always been a give and take.,But i think it has been given a give and take.,52.2206536989184,0.8967142
Well posture and just take care it.,Well bad posture and just do not take care of it.,Well posture and just take care of it.,69.71837594572358,0.78983283
Why they filled.,Why are they filled.,Why are they filled.,100.0,0.99999994
And have planes over.,And have the planes go over.,And have the planes over.,78.72272784814895,0.9724946
Who do you know that there besides what her name.,Who else do you know that is been there besides what is her name.,Who do you know that there is besides what is her name.,69.85165321187962,0.9293289
Yeah he put a floor barns.,Yeah he put a floor in a barn.,Yeah he put a floor in the barn.,80.5388499916601,0.9917569
You with hand.,Pressing against you with that left hand.,You can do it with your hand.,18.97876156199306,0.7622479
I a rake but i it.,I have been out hunting for a rake but i found it.,I have a rake but i have it.,30.71566903870227,0.87680477
Do you know.,How do you know.,Do you know.,64.61789129884005,0.90195876
And he this i call stars.,And he said this i will call a star.,And he said that i call the stars.,48.145557078507586,0.9417521
Which which you she does.,Which which you know she probably already does.,Which which you know she does.,57.62743622626332,0.9252335
I a lot,I know a lot abou.,I a lot.,17.457832237775772,0.8310982
There an orders to how i it.,There was an order to how i was doing it.,There is an order to how i do it.,55.95178564630409,0.9450303
I have it home.,I have got it home right now.,I have to have it home.,32.48604890588449,0.8577898
There were time i it and it did,There were some times i came down on it and it did some.,There were times i could not do it and it did not do.,50.710396959224234,0.8609605
We have threehundred rebate that you could towards down payments.,Maybe we have a threehundred rebate that you could use towards the down payment.,We have a threehundred rebate that you could use towards down payments.,82.57681905044059,0.9720671
It is to look insides.,It is starting to look nice on the inside.,It is to look inside.,34.0420830824224,0.7969626
What do i to do him.,What do i have to do to please him.,What do i have to do for him.,60.26330514131504,0.95830804
What you do.,So what do you do.,What do you do.,76.00981905844486,0.95828974
I have him some basil yes.,I may have givegiven him some basil yes.,I have to have him some basil yes.,53.946857148736335,0.9099978
You totally yourself.,You totally agree with yourself.,You are totally yourself.,50.84062073970803,0.8350862
I did mean you.,I did not mean to not tell you at all.,I did not mean you.,40.10464742298716,0.799472
And then we verdicts by friday afternoon.,And then we should have a verdict by friday afternoon.,And then we will get the verdict by friday afternoon.,69.4591350138199,0.99084496
I know he is his hands.,I am know he is shedding on his hands.,I know he is holding his hands.,52.91659008943241,0.8406633
We turn gospel records.,We turn always to the gospel records do not we.,We turn the gospel records.,52.381124069503215,0.9016285
I will her.,So i will have to feed her.,I will not let her.,21.195703303429777,0.75546527
I worked my money.,I worked hard for my money.,I worked my money.,53.95400472471618,0.95553684
If he just there withholding and everything.,If whatever he just said right there was true with withholding and everything.,If he just sits there withholding and everything.,54.52966488811736,0.8446854
Please me your itinerary after show.,Please give me your itinerary after the show.,Please tell me your itinerary after the show.,81.8538239900469,0.9967495
Why i this something that mothers knew.,Why do i think this is something that the mother knew about.,Why i did not know that was something that mothers knew.,43.58500419243585,0.8293046
There not appear be any reasons it to me.,There does not appear to be any logical reason for it to me.,There does not appear to be any reason why it is to me.,65.12287504377467,0.9425967
And with a children but he.,And not played with a sevenyearold child but he did.,And with a child but he is not.,35.650331269203555,0.80276346
What they ask you.,So what did they ask you.,What they ask you.,56.460939466161705,0.9012331
This is you.,This is you know.,This is what you are doing.,36.44108565241544,0.8429958
I hustle to make money.,I got to hustle to make money.,I hustle to make money.,76.16923372617144,0.96284807
I begin to slightest pressure.,I could not begin to deal with the slightest pressure.,I begin to feel the slightest pressure.,58.272652976346365,0.7954469
I he going down.,So i thought he was going to sit down.,I think he is going down.,27.540264556079848,0.77263606
Like we fi.,Like we had like fi have.,Like we are fi.,28.570040497563532,0.87996787
That is they more flexibility.,So that is why they always have more flexibility.,That is why they have more flexibility.,72.89939801844635,0.9453235
Okay what we do.,Okay what do we do.,Okay what do we do.,100.0,0.99999994
He all come me me you.,He is all okay come with me come with me you know.,He all came to me and told me you were.,19.201024893229683,0.7463268
There no room.,No shred there is no room.,There is no room.,61.03508408419385,0.90364164
They take our monies.,They would take my money.,They take our monies.,26.43184210089814,0.85598564
Then snap them.,Then just snap them.,Then snap them.,57.634992682282636,0.97452927
Gay thing i ever to a signer.,Every gay thing i have ever been to there was a signer.,Gay thing i ever did to a signer.,34.159554742558015,0.83864063
She have it.,So she had to have it.,She has to have it.,58.02850806700872,0.916371
You are a aheads me son.,Welldudadidudu you are getting a little ahead of me son.,You are a little ahead of me son.,49.362781208801586,0.95312715
And i think we it.,And i think had we realized it.,And i think we can do it.,37.927735079362904,0.74268794
I no ideas.,I have no idea.,I have no idea.,100.0,1.0000005
Be glad shop you.,Be glad to shop for you.,Be glad to have a shop for you.,78.8462252874483,0.9232718
Maybe i did i remember.,Maybe i did i do not remember.,Maybe i did not remember.,75.72290736770455,0.95535374
After i today.,After i leave here today.,After i got home today.,43.59979938725073,0.8473805
And he good at making out budget.,And he is really good at making out the budget.,And he is good at making out budget.,63.19103278542229,0.976195
She have a clues to what was going on.,She did not even have a clue as to what was going on . mhm.,She did not have a clue to what was going on.,67.48859906531422,0.9704117
And we this.,And we will continue this.,And we are doing this.,29.24232193283423,0.8653412
Well places clean then you can get.,Well after this place gets clean then you can go get some.,Well places are clean then you can get.,45.98365435899201,0.8861836
It would be.,It would be hard to swallow.,It would be.,36.60160064796757,0.7815063
I you bits.,I helped you a little bit.,I am going to give you bits.,14.470409885668422,0.8108821
I was soaked.,I was just soaked.,I was soaked.,49.82466248379248,0.9625821
There like whole strip.,There is like a whole strip.,There is like a whole strip.,100.0,1.0000001
And we what happens balloons.,And we will see what happens to this big old balloon.,And we know what happens to the balloons.,51.92348083357131,0.80247813
I have lot killers.,I have bought a lot from the killers.,I have a lot of killers.,38.279797388605566,0.8600304
I would let him editorial.,Nomination i would let him run editorial.,I would let him write an editorial.,55.85061259093729,0.94380534
Yeah i will more tuck.,Yeah i will have a little more tuck.,Yeah i will get more tuck.,52.72942096340256,0.94330764
Oh he is be you know closet everything.,Oh he is supposed to be you know a closet everything.,Oh he is going to be you know closet everything.,66.71275004390395,0.9409193
You and insanity and.,You know and insanity and.,You and insanity and.,71.44624354447579,0.9294748
I always you.,I always listen to you.,I always love you.,45.80849803485182,0.8958657
And i think i was.,And i think i was very lucky.,And i think i was.,56.59185013964044,0.8439268
And then it her receiver.,And then it plugs into your receiver.,And then it was her receiver.,51.632906892311325,0.8028283
Me its bute.,Give me my bute.,Me it is bute.,25.135960053099986,0.87125474
You or large,You mean a single or a large.,You are not going to be large or large.,31.26584237535531,0.76401454
I know you.,I know you have.,I know you.,56.72208192208554,0.8732815
Well she everything her term.,Well she wants everything on her terms.,Well she did everything in her term.,58.25086561073899,0.7348104
And then out then wha you.,And then leveled out then wha how would you feel.,And then out then wha you are.,38.25355616080602,0.79346645
I trust him.,I also do not trust him.,I trust him.,44.48206916628932,0.7830155
They would say anything gary yeah i.,They would not say anything then gary goes yeah i was scared.,They would say anything gary yeah i would.,46.24395033747365,0.7904055
And bee the beans.,And the bee the beans were already to eat.,And bee the beans.,34.379866574614454,0.86976856
When jazz came on.,When the jazz came on.,When jazz came on.,66.67806908310806,0.99237776
Oh at what that.,Oh stop guessing at what this is.,Oh at what that is.,31.367484153043012,0.79416525
They left at quarters eight.,They left at like quarter of eight.,They left at quarter eight.,60.17096550421896,0.97359854
You saved ton of money not.,You could have saved a ton of money not.,You saved a ton of money not.,66.4297124537765,0.9411931
So you bent.,So you are always bent over.,So you bent.,22.61724469834013,0.8550315
Time you country you cards.,Every time you take over a country you get cards.,When you go to the country you get a card.,39.90915459749404,0.84108573
You fifteen minute breaks into half hours breaks.,You stretched a fifteen minute break into a half hour break.,You can split fifteen minute breaks into half hours.,52.4196863604812,0.91554606
And i i guess those is my husbands.,And i am thinking well i guess that is her husband.,And i guess that is my husband.,46.65998842433522,0.8513812
I it residual ums.,No i think it is just residual um.,I think it is a residual um.,63.10668692661594,0.9624149
I am trying think family.,I am trying to think about family.,I am trying to think of my family.,71.15403159029832,0.9543669
Shits i our wife going a fit.,Shit i thought my wife was going to have a fit.,Shits i am not going to let my wife go a fit.,41.1621849921896,0.84687436
What did vietnam.,What did vietnam do.,What did you do in vietnam.,60.071635299754114,0.9203528
So he scott.,So he gives scott.,So he scott.,43.05041166556768,0.8726015
What am i.,What am i doing.,What am i doing.,100.0,1.0000005
And your mouth is.,And your mouth is just watering.,And your mouth is open.,51.91486261642925,0.8113227
Whosoever will may.,Whosoever will may come.,Whoever will do will.,41.61761033704778,0.90260553
He is you problems over.,He is giving you some problems over there.,He is not going to give you problems over.,44.857873958360734,0.76734257
And fears to you.,And that fear starts to eat away at you.,And fear to you.,18.95398030089538,0.84260106
I you this.,I want you to take this.,I am going to tell you this.,30.58236380365616,0.82266736
Yeah what you.,Yeah what do you say.,Yeah what do you mean.,72.97239623857725,0.8419696
Nothing was to her.,Nothing was going to help her.,Nothing was going to happen to her.,75.79873100658294,0.832571
I told you i am going flagstone patio.,I told you i am going to do a flagstone patio.,I told you i am going to go on the flagstone patio.,81.79125183220766,0.9706453
Because i your feet.,Because i tickled his feet.,Because i am on your feet.,38.63019640697055,0.7720461
Ah you use that.,Ah you could probably use that.,Ah you can use that.,41.557796428143476,0.9180232
We him one of tires of his ca.,Shall we wrap him around one of the tires of his ca.,We gave him one of the tires of his ca.,54.33997783349175,0.8258528
You are have salvation.,You are not going to have any salvation.,You are going to have to have salvation.,64.70538453018987,0.82711935
I not know what she.,I do not know really what she was.,I do not know what she is doing.,50.28501735619437,0.82299745
I what i,I forgot what i was thin.,I know what i am doing.,22.302583025392778,0.65088063
But they it and.,But they print it and.,But they did it and.,52.0054518102848,0.8315351
These flue i.,That is the flue i guess.,This flue i think.,23.145201414521622,0.9597944
I still kind want hang though.,I still kind of want to hang out though.,I still kind of want to hang though.,82.63460336753243,0.9745329
And i that.,And i would miss that.,And i think that.,27.159892760967452,0.70989084
Those is one that was too and went back.,Gee this is the one that was too young and went back home.,That is one that was too big and went back.,51.086012295236436,0.78315
Pat started him either.,Pat started not liking him either.,Pat started him either.,60.06518893418138,0.79887754
Well a bit we just will tell him.,Well have a little bit more we just will not tell him.,Well a bit we just will tell him.,42.00455484277945,0.8047019
I taking responsibility.,I am not taking any responsibility.,I am taking responsibility.,63.80495808665356,0.84806085
And our teachers being down.,And our teachers are being cut down.,And our teachers were being down.,67.33921363034547,0.8697536
That connected one them.,That was connected to one of them.,That connected one of them.,62.864985988084285,0.9590875
No i liked that mores.,No no i liked that is a more.,No i liked that more.,59.87756686423818,0.9375873
If it i will be bummed.,If it is not i will be bummed.,If it is not i will be bummed.,100.0,1.0
That what i talking about.,That is what i am talking about.,That is what i am talking about.,100.0,0.9999999
I could drank anything.,I could have drank anything.,I could not drank anything.,69.58027860535965,0.79156506
So egyptians came to israelites.,So the egyptians came to dread the israelites.,So egyptians came to israel.,49.23458260249474,0.8445647
But we one towns and youm they.,But we went to this one little tiny indian town and youm there they.,But we have one town and you know they are.,29.4458758006512,0.8029642
They only eat food.,They only eat live food.,They only eat food.,64.44650938317935,0.86259305
And it might that chains reaction.,And it might very well still have started that chain reaction.,And it might be that chains react.,37.590755726224515,0.85768056
I did not think kay elle one.,I did not think the kay elle one eleven did.,I did not think kay elle was one.,48.70207957701124,0.9123657
We need verb.,We need a verb.,We need a verb.,100.0,1.0
Scare you little bit.,Just wanted to scare you a little bit.,Scare you a little bit.,59.22443038130597,0.9233482
And of the five dollars hour i ended getting fifteen.,And instead of getting the five dollars an hour i ended up getting fifteen.,And of the five dollars i ended up getting fifteen.,60.725823714141704,0.93149555
Heats you have rooms is one register.,The only heat you have in this room is that one register over there.,The heat you have in the room is one register.,54.4364787674226,0.9404926
Is that they.,Is that they are n.,Is that they are.,86.20207709502483,0.9478319
So and she come.,So and she likes to come home.,So and she came.,33.453111568592256,0.8021053
They would just.,They would just eat.,They would just.,77.26962754846544,0.863556
See hopefully you doublepane glass your remodel.,See hopefully you will go with doublepane glass on your remodel.,See hopefully you can doublepane glass in your remodel.,70.90861587638007,0.97260904
Which also what you.,Which is also what you are saying.,Which is also what you do.,64.76669209123462,0.8717784
Do you with me.,Do you agree with me.,Do you have to go with me.,47.191165709414996,0.8254956
May go to battle creek on afternoons.,May say maybe go to battle creek on a afternoon.,May go to battle creek on the afternoon.,65.13517790259029,0.9745939
I have figure.,I have to draw a stupid figure.,I have to figure out.,39.32872908272398,0.77276266
Well the things that.,Well well the thing is that.,Well the things that are going to.,55.26935144499876,0.8095435
You what i he,You know what i mean he just.,You know what i mean he is.,78.42303683682755,0.8884597
These well i th.,Except those well i do not know th.,This is well i th.,15.911246377199701,0.73090565
Agony and anguishes of god.,This agony and anguish of looking for this god.,Agony and anguishes of god.,41.03625434514151,0.8523482
It is too distracting.,Maybe it is too distracting here.,It is too distracting.,61.624295514467335,0.9327502
Till she you and everything.,Wait till she calls you and everything.,Till she gets you and everything.,64.47161358597488,0.81156325
And it we can house them.,And it is growing we can hardly house them.,And it is so we can house them.,50.88831719433625,0.8087653
Like you someone you.,Look like you can intimidate someone you know.,Like you have to talk to someone you know.,49.09677920310401,0.793331
They to test him remedial class.,They wanted to test him for a remedial class.,They were going to test him in the remedial class.,60.1628268266185,0.9744297
Give her hugs me.,Give her a hug for me.,Give her hugs to me.,43.882729504155,0.90886617
I ice creams.,I did ice cream.,I have ice cream.,60.96605209411199,0.8941746
Do throw him mats bill.,Do not throw him off the mat now bill.,Do not throw him a mat on the bill.,55.8110439374278,0.8426358
If you are something.,If you are bored do something.,If you are doing something.,61.477022691013005,0.84295595
Your feet there.,Get your feet off of there.,Your feet are there.,43.51866240870684,0.85246056
I definitely get it though.,I definitely want to get back to it though.,I definitely get it though.,52.48663062225765,0.78043103
And we go living room and.,And we should go in the living room and.,And we go to the living room and.,61.74235064629813,0.95121574
If you guys were going it.,If you guys were not going to use it.,If you guys were going to do it.,61.96231563663479,0.85687447
You him the car that you owned and.,You told him about all the cars that you had owned and sold.,You gave him the car that you owned and.,37.13577449930152,0.8594134
And we lost lot customer of these.,And we lost a lot of customers because of that.,And we lost a lot of customer of this.,66.0006684283217,0.96141505
Well i you.,Well i told you.,Well i am not going to tell you.,33.98162182824216,0.75789714
Them to me.,Teach them to me.,Them to come to me.,40.34042642536944,0.79430556
Well some people,Well some people just perspire.,Well some people are just like that.,58.14638626040364,0.83952755
She did to her mom.,She did not talk to her mom.,She did not want to go to her mom.,65.29415274769116,0.9029341
