Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
And then my legs hurt i not anyway.,And then my legs hurt i could not have walked anywhere anyway.,And then my legs hurt i don't know anyway.,47.6406504415,0.8857799768,0.4307344840104562,0.6666666617687076
And up on weight.,And keep working up on the weight.,And up on weight.,30.3582891195,0.8641142249,0.0,0.7272727226446282
If you do want cd.,If you do not want a cd.,If you do want a cd.,65.3335183651,0.8876379132000001,0.5154486831107657,0.9230769181065088
I said i think he wanted.,I said i think he just wanted to.,I said i think he wanted to know.,68.0229951208,0.8744374514000001,0.5307712171072443,0.874999995
We can generalities.,We can make generalities.,We can generalize.,43.943510889,0.9821192026000001,0.0,0.5714285665306124
I find mark.,I will find out from mark.,I find mark.,24.6858539829,0.8754768372,0.0,0.6666666622222223
Little ppast that going.,A little ppast that going.,Little ppast that going.,90.5998666846,0.9663946629000001,0.5475182535069453,0.6666666617283951
I mean that thing i thought.,I mean that is the thing i thought of too.,I mean that thing i thought.,59.6850266805,0.8832232952,0.0,0.7499999953125
Well i see.,Well i have to see the inside too.,Well i see.,16.4979957248,0.7422798872,0.0,0.5454545414876033
That what wheel.,That is what is turning the wheel.,That is what wheel.,46.794200311,0.9217944145,0.0,0.7999999952000001
You teach threeyearolds tap dances.,How can you teach a threeyearold to tap dance.,You teach threeyearolds to tap dances.,62.1849171008,0.8847961426000001,0.0,0.39999999520000007
A recording your favorite songs.,Have a recording of your favorite songs.,A recording your favorite songs.,72.2019408966,0.954698801,0.38498150077635496,0.6666666618055556
When there flames underneath it.,When there was a flame underneath it.,When there are flames underneath it.,68.6595493659,0.9210723042000001,0.0,0.6153846104142012
I have it.,I have never heard of it.,I have it.,21.4093061458,0.702106595,0.0,0.6666666622222223
You going jito.,Are you going to stall out jito.,You are going to jito.,35.7750760972,0.8420372009,0.0,0.499999995138889
Or how god moses his mission.,Or how god involved moses in his mission.,Or how god moses his mission.,57.994097334,0.9346134067,0.0,0.8571428522448981
You to it spreads.,You are lucky to get it spread.,You should spread it.,25.3773350497,0.8427665830000001,0.0,0.36363635900826446
I am to use that.,I am going to use some of that.,I am going to use that.,63.0726169855,0.8953869343,0.5313746898412454,0.8571428522448981
Oh ahead moms just doing it.,Oh go ahead mom just keep doing it.,Oh ahead moms just doing it.,52.4352063537,0.8782553077,0.0,0.7142857093877552
They redoing pharmacy there wewallmart.,They are redoing the pharmacy there at wewallmart.,They are redoing the pharmacy there wewallmart.,89.5750685714,0.9950429201000001,0.6752918218126556,0.9333333283555556
And them you know and they a bits.,And make them you know and they are just a little bit for.,And they know you know and they a bit of a.,39.3848622814,0.7774533629,0.2134144322916053,0.6666666619501135
I do not these the times that.,I do not think this is the time for that.,I do not know these times are that.,34.6016710911,0.7677717209,0.0,0.4444444395061729
And then woman came canada.,And then a woman came from canada.,And then the woman came to canada.,60.298152867,0.9648923874,0.0,0.7142857092857143
And i your fathers.,And i went to my father.,And i am your fathers.,34.4702364258,0.8197146654,0.0,0.36363635867768596
He not the other last year.,He would not look at any of the others last year.,He didn't know the other last year.,39.820479397,0.8126581907,0.0,0.44444443969135805
Let me you important question.,Let me ask you a very important question.,Let me know you have important question.,63.2140276266,0.922647953,0.0,0.6666666616888889
No you these downstairs.,No you gtake that downstairs.,No you are not here these down.,24.9975374867,0.738468647,0.0,0.33333332847222225
Course they are.,Of course they are losing.,Course they are.,53.4787037903,0.7553200722000001,0.0,0.49999999531250006
Well i you goodies.,Well i am telling you withholding goodies works.,Well i am going to get you some goodies.,33.1723338241,0.771459341,0.0,0.5882352891349482
Then what did he.,So then what did he do.,Then what did he do.,82.5595969146,0.9822053909,0.6431870218238024,0.7272727223140496
And they trying be and things and.,And they were trying to be cute and say sweet things and.,And they are trying to be and things and.,56.0694144335,0.8212198019,0.0,0.7368421003878117
Anything you the masas.,Anything you do with the masa.,Anything you have the masas.,58.8005094358,0.8888767362000001,0.0,0.5454545404958678
Well i part.,Well i found that part.,Well i am gonna part.,31.8056660142,0.7391197681,0.0,0.5999999950000001
It might have been based either calorie level.,It might have been based either on a higher calorie level.,It might have been based either on the calorie level.,81.4292140977,0.9635133147,0.6407117598241612,0.8571428521541952
I not know what it.,I do not know what it is called either.,I don't know what it is.,46.6111928612,0.8941298723000001,0.29640095400745814,0.6666666618666668
And course he adores me.,And then of course he adores me.,And he adores me.,44.2786804674,0.9628651142,0.3880684294761698,0.7272727226446282
And i call her she home.,And i call her she is never home.,And i call her she is home.,70.3647185955,0.8347505927000001,0.6752918218126556,0.9333333283555556
We always played payette that we like year.,We always played like payette that we like beat every year.,We always played payette that we like year.,64.5652198723,0.9311468601,0.34472158634457833,0.8888888839506174
But they have cartilage than you.,But they have more cartilage than you know.,But they have cartilage than you.,71.7343474974,0.925401926,0.0,0.8571428522448981
Well i came.,Well i came over here.,Well i came.,48.1031444501,0.9086310267000001,0.0,0.7499999953125
We a lots her lives trying that.,We could spend a lot of our life trying to contradict that.,We a lot of her lives trying to get that.,33.9977636525,0.7582989335,0.0,0.6363636314049588
But those what she.,But that is what she said.,But those are what she is.,41.2367315347,0.8079528809000001,0.0,0.4999999950000001
They had fallen fran.,They had fallen apart fran.,They had fallen fran.,65.6362978522,0.9332776070000001,0.0,0.8888888839506174
What you it.,What do you call it.,What you are doing.,24.0201465201,0.7818932533,0.0,0.4444444395061729
There they hit it the head.,Even there they hit it on the head.,There they hit it on the head.,82.915868316,0.9403949976,0.7420884818558928,0.7999999950222222
That ban bankruptcy unsecured creditors.,That was ban filed bankruptcy against was unsecured creditors.,That bans bankruptcy unsecured creditors.,56.7674220687,0.900629878,0.0,0.6153846106508877
You honey it really makes me.,You are so strange honey it really makes me wonder.,You honey it really makes me feel good.,52.0171603227,0.741211772,0.3887514204144021,0.6666666617283951
I i give you a breaks.,I thought i would give you a break.,I i give you a break.,50.8278034603,0.9430986643,0.5025431541540228,0.8571428522448981
You give sweets man.,You never give sweets man.,You give sweets to the man.,51.3892016137,0.8024200201,0.0,0.7272727223140496
Do out our seat without permission.,Do not get out of your seat without permission.,Do out our seat without permission.,70.7477389623,0.8055582047000001,0.29640095400745814,0.6666666618666668
A good times.,Having a good time together.,A good time.,29.6486744468,0.9005702734000001,0.0,0.49999999531250006
By the way.,By the way going to c.,By the way.,42.7673263479,0.8440517187000001,0.0,0.6666666622222223
Eat me then.,Well said boy eat me then.,Eat me then.,39.2667176278,0.8982623816,0.0,0.44444444000000005
You guys have been times.,So you guys have been having a good time.,You guys have been times.,46.894498199,0.8268426657,0.0,0.4285714239795918
Why not you come.,Why do not you come.,Why not you come.,70.9894467672,0.950104177,0.5789300674674098,0.8888888839506174
Never down out the mountains.,Never came down out of the mountains.,Never down out the mountains.,63.1751483218,0.8577018380000001,0.0,0.8333333284722222
So you it.,So you would expect it.,So you know it.,23.2819541405,0.7905132771000001,0.0,0.6666666617283951
So i la conversation and i picked stuff for,So i go into la conversation and i picked out all this stuff for.,So i picked up the conversation and picked stuff for the table.,50.3170840076,0.9026685953,0.0,0.6086956472589792
And animal grasshopper and bumblebee they could only one.,And the little animals like grasshopper and bumblebee they could only carry one.,And animal grasshopper and bumblebee they could only only one.,64.8345075981,0.9373686314,0.4071631883019393,0.7272727224380167
You are have say something.,You are going to have to say something.,You are have to say something.,70.6985104193,0.9623264074000001,0.5313746898412454,0.9230769181065088
Naw i that it mine.,Naw i cannot do that it is not mine.,Naw i think it is mine.,26.1090653154,0.8285568953,0.0,0.6666666618666668
Something it with.,Find something else to pick it up with.,Something it is with.,32.1435069776,0.7786591053,0.0,0.33333332888888895
Hell we even to in three months.,Hell we cannot even get to court in three months.,Hell we even have to go to three months.,45.1091279558,0.8337993622000001,0.0,0.6666666617283951
I these just much it.,I mean that is just how much it costs.,I just think these are just too much.,23.270692696,0.7235347629000001,0.0,0.37499999507812504
Because it had soared.,Because it had soared so high.,Because it had soared.,73.3007669192,0.9732861519,0.4739878501170792,0.7999999952000001
Sat sat board itself has said.,The sat the sat board itself has said.,Sat sat board itself has said.,73.0158991806,0.9679226875,0.608025321419836,0.7692307642603551
And that is you do that.,And that is easy you can do that.,And that is you do that.,53.7617829988,0.8271533847,0.0,0.8333333284722222
We to chapters one little backgrounds.,We have to go to chapter one to get a little background.,We to chapters one little little backgrounds.,53.946270197,0.8714374304,0.0,0.49999999531250006
No it does.,No it does not.,No it does.,61.8172281223,0.9494130015000001,0.0,0.8571428522448981
Yeah i i could.,Yeah i mean i could not.,Yeah i could i could.,37.1923613549,0.7765069604,0.0,0.7499999953125
Oh i just one question example.,Oh i just had one question s for example.,Oh i just just one question example.,61.6063413261,0.9381979704000001,0.0,0.7999999952000001
Well they really the fact that i like.,Well they really are picking on the fact that i am new like.,Well they really really think that i like.,42.1100123963,0.7196626663,0.0,0.59999999545
Now things you do you pass three cards your left.,Now the first thing you do is you pass three cards to your left.,Now things you do you pass three cards your left.,62.4051288839,0.9429582357,0.2699053945026324,0.7272727224380167
So you one.,So you took that one.,So you are one.,29.38730714,0.798058033,0.0,0.6666666617283951
You me enough i changed my mind.,You argued with me long enough i changed my mind.,You me enough i changed my mind.,57.3004483439,0.9009017348,0.5024843709479019,0.8235294069204152
What god does and this the modern views.,What god does and this will be the really the modern catholic view.,What god does and this is the modern views.,49.1591892747,0.8924255371,0.31313195073576255,0.6666666617687076
It that un.,It is just that the un.,It is that un.,28.8239763489,0.9117078185,0.0,0.7999999952000001
This is i to job with.,This is why i did not want to take the job to begin with.,This is i to go to work with.,21.2882832252,0.676633358,0.0,0.49999999545000007
Where they came.,Where they came from.,Where they came.,72.0175238635,0.9324405193,0.0,0.8571428522448981
Shit i loved things.,Shit i loved those things.,Shit i loved the things.,77.5503946408,0.9735949039,0.0,0.7999999950000002
It not slave.,It is not really slave.,It is not a slave.,50.7097738164,0.9421143532,0.0,0.7999999950000002
Yeah but you that flexibility.,Yeah but at least you have that flexibility.,Yeah but you have that flexibility.,77.758566204,0.9805911779,0.5313746898412454,0.8571428522448981
I would have put.,I would have put awaked.,I would have put.,64.9269963642,0.8301759362000001,0.5789300674674098,0.8888888839506174
So he well i not know what i can.,So he says well i do not know what else i can take.,So he well i don't know what i can do.,44.5450225455,0.8273060322,0.0,0.6666666617687076
You know but he,You know but he is a.,You know but he lied to you.,66.0953527329,0.8109904528,0.3655552228545123,0.6153846104142012
I thought you,I thought you were there with.,I thought you thought you were.,58.8049099018,0.880859971,0.0,0.7999999952000001
And me i.,And even me i do.,And me i am.,18.7854637759,0.8739202023,0.0,0.6666666617283951
When does these.,When does this go to.,When does this.,69.9018393481,0.883146286,0.0,0.7499999953125
Well i we it.,Well i think how we define it.,Well i just figured it.,21.1999795356,0.7564034462,0.0,0.499999995138889
We got it.,We got it out.,We got it.,58.2430100776,0.8470815420000001,0.0,0.8571428522448981
Sure they are okay.,Make sure they are fit okay.,Sure they are okay.,51.1696619654,0.7697682381000001,0.0,0.5999999952
That this high propoes.,That had this really disproportionately high propo.,That is this high propoes.,27.9482546087,0.8202987909,0.0,0.499999995138889
I think it first time i this.,I think it is the first time i have heard that.,I think it is first time i think i will do this.,46.721703082,0.8044540882000001,0.2891784933232572,0.6666666616780046
Or thirty i think it.,Or males under thirty i think it is.,Or thirty i think it is.,64.3553335025,0.7831758261,0.6319145618915731,0.8571428522448981
And horses have hard time.,And the horses have had a hard time.,And horses have a hard time.,62.3335062021,0.9265854359000001,0.3818502221061359,0.8571428522448981
They learn much.,They will learn just as much.,They learn much.,32.2477397479,0.8673448563,0.0,0.6666666622222223
That what i want.,That is what i want.,That is what I want.,72.0011238761,0.9974994659,0.0,0.7999999950000002
It keeps us from.,It keeps us from moving.,It keeps us from.,64.9269963642,0.8571832180000001,0.5789300674674098,0.8888888839506174
The carts attached.,The cart was still attached.,The carts are attached.,53.5676171853,0.9062519073,0.0,0.4444444395061729
Guy was jokes marlboros.,This guy was telling jokes about marlboros.,Guy was jokes on marlboros.,39.651029259,0.9611901045000001,0.0,0.499999995138889
But you metro runway heading.,But you kept the metro on this runway heading.,But you are heading the metro runway.,49.8828358091,0.9048650265,0.0,0.6249999950781252
Probably something is going go.,Probably something is going to go there.,Probably something is going to go go.,82.9700202113,0.9235962629000001,0.7071067811865475,0.9230769181065088
It is ones that a deal attention.,It is another one that does not take a great deal of attention.,It is one that a deal of attention.,45.1646820462,0.8365328312,0.23830901329116955,0.7619047571882087
So we trish pregnant.,So we already knew trish was pregnant.,So we trish pregnant.,38.9494274988,0.9011265039,0.0,0.7272727226446282
Well write that anyway quote.,Well write that in there anyway in the quote.,Well write that anyway.,45.0523499796,0.8895342946,0.0,0.6666666622222223
Ideas he he just,Had no idea where he was going he just took.,Ideas he just he just just.,18.2042295426,0.7268031836000001,0.0,0.33333332958333334
It iwill open up your sinuses.,So it is real iwill open up your sinuses.,It will open up your sinuses.,68.3691138481,0.9113430977,0.4004970149398301,0.5333333285333334
What they and cannot.,What they can and cannot.,What they and cannot.,71.4507913985,0.953436017,0.0,0.8888888839506174
I do not think sciences.,I do not think science is the.,I do not think I think sciences.,74.7247971392,0.8865772486,0.3655552228545123,0.6666666618055556
But i it is been gives and take.,But i mean it is always been a give and take.,But i thought it was been given to give and take.,45.0919509931,0.8743748665000001,0.27091988546756285,0.6363636313636364
Well posture and just take care it.,Well bad posture and just do not take care of it.,Well posture and just take care of it.,69.7183759457,0.7898328304000001,0.4405149609594086,0.8421052582825486
Why they filled.,Why are they filled.,Why they filled.,66.9285723981,0.9377681017,0.0,0.8571428522448981
And have planes over.,And have the planes go over.,And have planes over.,56.3475196721,0.9500683546,0.0,0.7999999952000001
Who do you know that there besides what her name.,Who else do you know that is been there besides what is her name.,Who do you know that there is besides what her name is.,59.5567321424,0.9232829809,0.2529542505446406,0.8333333283680556
Yeah he put a floor barns.,Yeah he put a floor in a barn.,Yeah he put a floor barns.,70.3840820194,0.9460554123,0.48354474047437324,0.7692307642603551
You with hand.,Pressing against you with that left hand.,You have a hand on your hand.,16.2714003802,0.7947334051,0.0,0.1538461488757398
I a rake but i it.,I have been out hunting for a rake but i found it.,I rake a rake but i don't know.,25.2404238134,0.8283193111,0.2117924180472059,0.5263157848199447
Do you know.,How do you know.,Do you know.,64.6178912988,0.9019587636,0.0,0.5714285665306124
And he this i call stars.,And he said this i will call a star.,And he i call stars.,25.8603035373,0.9005672336,0.0,0.5714285668367348
Which which you she does.,Which which you know she probably already does.,Which which you do not know.,37.598058979,0.6734510064,0.0,0.5714285665306124
I a lot,I know a lot abou.,I a lot of a lot.,19.4441587902,0.8387843370000001,0.0,0.6666666617283951
There an orders to how i it.,There was an order to how i was doing it.,There is an order to how i want to know.,57.2553121131,0.8451282382,0.3816330911371337,0.6666666616666668
I have it home.,I have got it home right now.,I have it home.,32.1283861207,0.9603159428,0.0,0.7272727226446282
There were time i it and it did,There were some times i came down on it and it did some.,There were time i had it and it did not do.,44.7064107609,0.8364689946,0.2293287319577502,0.5714285664399092
We have threehundred rebate that you could towards down payments.,Maybe we have a threehundred rebate that you could use towards the down payment.,We have threehundred rebate that you could use towards down payments.,77.1969922383,0.9709923267,0.439053638813621,0.7199999950720002
It is to look insides.,It is starting to look nice on the inside.,It is to look insides.,31.3401303295,0.7809084654,0.0,0.5714285668367348
What do i to do him.,What do i have to do to please him.,What do I want to do to him.,36.5006498962,0.8635407686000001,0.0,0.6153846104142012
What you do.,So what do you do.,What you do.,38.9474134443,0.8726335168,0.0,0.5714285665306124
I have him some basil yes.,I may have givegiven him some basil yes.,I have him some basil.,41.1683528401,0.93785429,0.0,0.7692307644970415
You totally yourself.,You totally agree with yourself.,You totally are yourself.,62.9328175919,0.8575256467,0.0,0.6666666617283951
I did mean you.,I did not mean to not tell you at all.,I did mean you mean.,19.5607628825,0.8019644618,0.0,0.6153846111242604
And then we verdicts by friday afternoon.,And then we should have a verdict by friday afternoon.,And then we decided to vote by friday afternoon.,56.171723439,0.8946116567,0.343763879968285,0.6315789423822715
I know he is his hands.,I am know he is shedding on his hands.,I know he is his hands.,48.340348252,0.8612914085000001,0.0,0.7999999952000001
We turn gospel records.,We turn always to the gospel records do not we.,We turn gospel records.,43.9321118136,0.8746393323,0.0,0.5714285673469389
I will her.,So i will have to feed her.,I will not let her.,21.1957033034,0.7554652691,0.0,0.33333332847222225
I worked my money.,I worked hard for my money.,I worked my money.,53.9540047247,0.9555368423,0.0,0.7999999952000001
If he just there withholding and everything.,If whatever he just said right there was true with withholding and everything.,If he just just had a little withholding and everything.,49.658171818,0.8751827478,0.22076069962602551,0.5454545406198348
Please me your itinerary after show.,Please give me your itinerary after the show.,Please me your itinerary after show.,70.8186901616,0.9874569178,0.3818502221061359,0.8571428522448981
Why i this something that mothers knew.,Why do i think this is something that the mother knew about.,Why i thought this was something that mothers knew.,47.7694631338,0.8781536818000001,0.0,0.5714285665306124
There not appear be any reasons it to me.,There does not appear to be any logical reason for it to me.,There does not appear to be any reason it to me.,69.7606981226,0.9522964954,0.6357500838792652,0.9090909041322315
And with a children but he.,And not played with a sevenyearold child but he did.,And with a children but he is not.,29.8423514892,0.8115297556000001,0.0,0.555555550617284
What they ask you.,So what did they ask you.,What they ask you.,56.4609394662,0.9012330770000001,0.4482700320176827,0.5999999952
This is you.,This is you know.,This is you.,61.0149710223,0.8454608321,0.0,0.8571428522448981
I hustle to make money.,I got to hustle to make money.,I hustle to make money.,76.1692337262,0.9628480673,0.5698363775444273,0.9090909041322315
I begin to slightest pressure.,I could not begin to deal with the slightest pressure.,I begin to feel the slightest pressure.,58.2726529763,0.7954468727,0.2936697784628213,0.7058823480968859
I he going down.,So i thought he was going to sit down.,I he is going down.,26.1313498527,0.7487002611,0.0,0.4285714239795918
Like we fi.,Like we had like fi have.,Like we fi.,27.7866314798,0.8813392520000001,0.0,0.6666666622222223
That is they more flexibility.,So that is why they always have more flexibility.,That is they are more flexibility.,53.4664942577,0.9099886417,0.0,0.5333333285333334
Okay what we do.,Okay what do we do.,Okay what we do.,63.3582228322,0.9463082552000001,0.0,0.999999995
He all come me me you.,He is all okay come with me come with me you know.,He all come me to me.,14.8328064625,0.7942186594,0.0,0.5714285668367348
There no room.,No shred there is no room.,There is no room.,61.0350840842,0.9036416411,0.4482700320176827,0.5999999952
They take our monies.,They would take my money.,They take our monies.,26.4318421009,0.8559856415,0.0,0.4444444395061729
Then snap them.,Then just snap them.,Then snap them.,57.6349926823,0.9745292664,0.0,0.8571428522448981
Gay thing i ever to a signer.,Every gay thing i have ever been to there was a signer.,Gay thing i ever ever go to a signer.,38.1878719648,0.8886909485000001,0.0,0.5999999952
She have it.,So she had to have it.,She has it.,20.6107683757,0.8673900366,0.0,0.22222221777777784
You are a aheads me son.,Welldudadidudu you are getting a little ahead of me son.,You are a ahead of me son.,33.7491826606,0.9364510775,0.3864911638244346,0.7058823480968859
And i think we it.,And i think had we realized it.,And i think we are going to do it.,39.0021446964,0.7606909275,0.0,0.6249999950781252
I no ideas.,I have no idea.,I don't have any ideas.,32.0526010794,0.8775315881,0.0,0.4444444395061729
Be glad shop you.,Be glad to shop for you.,Be glad to shop you.,68.8912091647,0.9559029341,0.5115078115793242,0.9090909041322315
Maybe i did i remember.,Maybe i did i do not remember.,Maybe i did i remember.,67.3725985363,0.9427093863,0.4329820146406897,0.7999999952000001
After i today.,After i leave here today.,After i have to go to the office today.,44.5905307309,0.887439847,0.0,0.4615384568047337
And he good at making out budget.,And he is really good at making out the budget.,And he is good at making out the budget.,78.4162949489,0.9915893078,0.710866788975034,0.9473684160664821
She have a clues to what was going on.,She did not even have a clue as to what was going on . mhm.,She has a clues to what was going on.,49.5590595554,0.8061200380000001,0.30487792930038404,0.6086956474102081
And we this.,And we will continue this.,And we are going to do this.,28.8671172882,0.8692828417,0.0,0.499999995138889
Well places clean then you can get.,Well after this place gets clean then you can go get some.,"Well, places clean then you can get.",47.3351742063,0.9083279371,0.22011371623427067,0.5263157848199447
It would be.,It would be hard to swallow.,It would be.,36.601600648,0.7815063,0.0,0.6666666622222223
I you bits.,I helped you a little bit.,I'm going to get you bits.,14.6115288221,0.7787051797000001,0.0,0.16666666166666683
I was soaked.,I was just soaked.,I was soaked.,49.8246624838,0.9625821114,0.0,0.8571428522448981
There like whole strip.,There is like a whole strip.,There like like the whole strip.,58.7051128791,0.9593482018,0.0,0.7272727223140496
And we what happens balloons.,And we will see what happens to this big old balloon.,And we know what happens to balloons.,47.0632876849,0.8165993690000001,0.0,0.5555555508024692
I have lot killers.,I have bought a lot from the killers.,I have a lot of killers.,38.2797973886,0.8600304127,0.0,0.7142857093877552
I would let him editorial.,Nomination i would let him run editorial.,I would let him edit the editorial.,51.6598721165,0.9269312620000001,0.0,0.5714285664285715
Yeah i will more tuck.,Yeah i will have a little more tuck.,Yeah i will be more tuck.,55.9964958092,0.9580274224,0.0,0.7142857093877552
Oh he is be you know closet everything.,Oh he is supposed to be you know a closet everything.,Oh he is be you know closet everything.,63.4997137495,0.949529469,0.0,0.8421052582825486
You and insanity and.,You know and insanity and.,You and insanity and.,71.4462435445,0.9294747710000001,0.5789300674674098,0.8571428522448981
I always you.,I always listen to you.,I always always you.,38.4180225999,0.8986610174,0.0,0.7499999953125
And i think i was.,And i think i was very lucky.,And i think i was.,56.5918501396,0.8439267874,0.5698363775444273,0.7999999952000001
And then it her receiver.,And then it plugs into your receiver.,And then it is her receiver.,52.5814426387,0.8420521617000001,0.0,0.6153846104142012
Me its bute.,Give me my bute.,Me its a bute.,25.1359600531,0.8598925471000001,0.0,0.24999999500000009
You or large,You mean a single or a large.,You or large.,26.1217074436,0.8568232059,0.0,0.6666666622222223
I know you.,I know you have.,I know you know.,52.3423335923,0.9099429846,0.0,0.8571428522448981
Well she everything her term.,Well she wants everything on her terms.,Well she is everything her term.,59.4313730803,0.7725923061000001,0.0,0.6153846104142012
And then out then wha you.,And then leveled out then wha how would you feel.,And then out then wha you.,38.4677866884,0.7809147239,0.0,0.7142857096938776
I trust him.,I also do not trust him.,I trust him.,44.4820691663,0.7830154896,0.0,0.6666666622222223
They would say anything gary yeah i.,They would not say anything then gary goes yeah i was scared.,They would say anything gary yeah i.,43.8992761179,0.796754837,0.0,0.7368421006094183
And bee the beans.,And the bee the beans were already to eat.,And bee the beans.,34.3798665746,0.8697685599,0.0,0.6666666622222223
When jazz came on.,When the jazz came on.,When jazz came on.,66.6780690831,0.992377758,0.5789300674674098,0.8888888839506174
Oh at what that.,Oh stop guessing at what this is.,Oh at what is that.,23.5812553469,0.7950890064,0.0,0.6666666618055556
They left at quarters eight.,They left at like quarter of eight.,They left at quarters eight.,59.7046182892,0.9588310719,0.0,0.6666666618055556
You saved ton of money not.,You could have saved a ton of money not.,You saved ton of money not.,53.7470500484,0.9365690947,0.43564355400687105,0.7999999952000001
So you bent.,So you are always bent over.,So you bent.,22.6172446983,0.8550314903,0.0,0.6666666622222223
Time you country you cards.,Every time you take over a country you get cards.,Time you country you country you cards.,41.75336219,0.8345570564,0.0,0.4615384572781066
You fifteen minute breaks into half hours breaks.,You stretched a fifteen minute break into a half hour break.,You took fifteen minute breaks into half an hour breaks.,56.9969271431,0.9698488712000001,0.0,0.6666666616666668
And i i guess those is my husbands.,And i am thinking well i guess that is her husband.,And i guess those is my husbands.,34.295067475,0.7966157794000001,0.0,0.470588230449827
I it residual ums.,No i think it is just residual um.,I think it is residual ums.,60.1106135379,0.9502725601,0.0,0.5714285665306124
I am trying think family.,I am trying to think about family.,I am trying to think of my family.,71.1540315903,0.9543669224,0.5133450480401704,0.7999999950222222
Shits i our wife going a fit.,Shit i thought my wife was going to have a fit.,Shits i our wife going a fit.,27.7377326626,0.8680468798000001,0.0,0.5555555508024692
What did vietnam.,What did vietnam do.,What did vietnam do.,100.0,0.9999999404000001,1.0,0.999999995
So he scott.,So he gives scott.,So he scott.,43.0504116656,0.8726015091,0.0,0.8571428522448981
What am i.,What am i doing.,What am I.,36.1429904523,0.8555945754000001,0.0,0.5714285665306124
And your mouth is.,And your mouth is just watering.,And your mouth is.,52.4486348679,0.8152644634,0.4739878501170792,0.7999999952000001
Whosoever will may.,Whosoever will may come.,Whosoever will may.,76.8788808189,0.9329094887,0.0,0.8571428522448981
He is you problems over.,He is giving you some problems over there.,He is your problems over.,41.3228649723,0.782212019,0.0,0.6153846106508877
And fears to you.,And that fear starts to eat away at you.,And fears to you.,24.6700946572,0.8290247917,0.0,0.4615384572781066
I you this.,I want you to take this.,I know you are not doing this.,26.1808766796,0.7201418877,0.0,0.4615384565680473
Yeah what you.,Yeah what do you say.,Yeah what you are.,46.3895245521,0.8130055070000001,0.0,0.6666666617283951
Nothing was to her.,Nothing was going to help her.,Nothing was to her.,48.6641517421,0.8756097555000001,0.0,0.7999999952000001
I told you i am going flagstone patio.,I told you i am going to do a flagstone patio.,I told you i am going to go on a flagstone patio.,85.7119504584,0.9813178778,0.6703420896351792,0.8695652124007562
Because i your feet.,Because i tickled his feet.,Because i am gonna have your feet.,37.561172637,0.8145159483000001,0.0,0.499999995138889
Ah you use that.,Ah you could probably use that.,Ah you use that.,37.2081643875,0.8955419064000001,0.0,0.7999999952000001
We him one of tires of his ca.,Shall we wrap him around one of the tires of his ca.,We saw him one of the tires of his ca.,55.0724326098,0.8272809386000001,0.5827355625822049,0.6999999950500001
You are have salvation.,You are not going to have any salvation.,You are having salvation.,44.9247513768,0.7882189751,0.0,0.49999999555555563
I not know what she.,I do not know really what she was.,I don't know what she is.,38.1354205035,0.9462962151000001,0.0,0.5714285665306124
I what i,I forgot what i was thin.,I know what i want to do.,31.170522795,0.6675804853,0.0,0.4615384565680473
But they it and.,But they print it and.,But they are not it and.,57.4330581319,0.6919010878,0.0,0.7272727223140496
These flue i.,That is the flue i guess.,These flue i.,28.861798261,0.8781820536,0.0,0.44444444000000005
I still kind want hang though.,I still kind of want to hang out though.,I still kind of want to hang up though.,82.0318496904,0.849337101,0.7071067811865475,0.888888883888889
And i that.,And i would miss that.,And i am not that.,28.1289550862,0.7237842083,0.0,0.5999999950000001
Those is one that was too and went back.,Gee this is the one that was too young and went back home.,Those is one that was too and went back.,49.904923207,0.8253923655000001,0.2711802240737477,0.7272727224380167
Pat started him either.,Pat started not liking him either.,Pat started him either.,60.0651889342,0.7988775373,0.0,0.7999999952000001
Well a bit we just will tell him.,Well have a little bit more we just will not tell him.,Well a bit we just will tell him.,42.0045548428,0.8047019243,0.0,0.7999999952000001
I taking responsibility.,I am not taking any responsibility.,I am taking responsibility.,63.8049580867,0.8480608463,0.0,0.7999999952000001
And our teachers being down.,And our teachers are being cut down.,And our teachers are being down.,81.3052385801,0.9082075357,0.6129752413741056,0.9230769181065088
That connected one them.,That was connected to one of them.,That connected one to one of them.,68.3061454112,0.9615947008,0.5623413251903491,0.9230769181065088
No i liked that mores.,No no i liked that is a more.,No i liked that more.,59.8775668642,0.9375873208000001,0.0,0.7692307644970415
If it i will be bummed.,If it is not i will be bummed.,If it i will be bummed.,73.6644692829,0.8944464326,0.5313746898412454,0.8571428522448981
That what i talking about.,That is what i am talking about.,That is what i am talking about.,100.0,0.9999998808,1.0,0.999999995
I could drank anything.,I could have drank anything.,I could drank anything.,71.5885330759,0.9607344866,0.0,0.8888888839506174
So egyptians came to israelites.,So the egyptians came to dread the israelites.,So egyptians came to israel.,49.2345826025,0.8445646763,0.0,0.6666666618055556
But we one towns and youm they.,But we went to this one little tiny indian town and youm there they.,But we are one towns and you are the ones.,25.3220760025,0.8061771989000001,0.0,0.3478260821928167
They only eat food.,They only eat live food.,They only eat food.,64.4465093832,0.8625930548,0.0,0.8888888839506174
And it might that chains reaction.,And it might very well still have started that chain reaction.,And it might be that chains reaction.,45.5913331271,0.8982466459,0.0,0.5555555508024692
I did not think kay elle one.,I did not think the kay elle one eleven did.,I did not think kay elle is one.,49.523653121,0.9101741910000001,0.3054145069943238,0.823529406782007
